Program Name,Initial states,Number of iterations,Total number of phases ,Total number of splits,Total number of prune,Final DistEstimate_value,Total time (seconds) ,Height of final tree,Final simplified candidate
BigGeo1,(z == 0 && x == 16),80,12,71,0,0.035,116.0701549053192,65,"flip = 1, (x,z) ∈ {(16,0), (32,1), (64,2), (128,3), (256,4)}"
BigGeo1,(z == 0 && x == 16),128,12,77,0,0.0466666666666666,154.74699807167053,65,"flip = 1, (x,z) ∈ {(16,0), (32,1), (64,2), (128,3), (512,5)}"
