Program Name,Initial states,Number of iterations,Total number of phases ,Total number of splits,Total number of prune,Final DistEstimate_value,Total time (seconds) ,Height of final tree,Final simplified candidate
RevBin,(x < k/2 && z == 0),128,4,9,0,0.0052083333333333,51.55449151992798,33,"['x mod 1048576 in {0}, z in [0, 128)']"
RevBin,(x < k/2 && z == 0),64,4,9,0,0.0069324090121317,28.067545413970947,34,"['x mod 1048576 in {0}, z in [0, 64)']"
RevBin,(x < k/2 && z == 0),80,5,14,0,0.0411764705882352,48.060221910476685,36,"x = 0, z in [48, 80)"
RevBin,(x < k/2 && z == 0),144,4,15,0,0.0294736842105263,153.3579933643341,36,"x = 0, z in [80, 144)"
RevBin,(x < k/2 && z == 0),32,4,11,0,0.0173611111111111,23.42297649383545,35,"['x mod 1048576 in {0}, z mod 1048576 in [0, 32)']"
RevBin,(x < k/2 && z == 0),48,5,13,0,0.0263157894736841,34.11856460571289,36,"x = 0, z in [16, 48)"
RevBin,(x < k/2 && z == 0),160,4,13,0,0.0094339622641509,219.62195229530337,35,"x = 0, z in [96, 160)"
RevBin,(x < k/2 && z == 0),16,5,14,0,0.0226086956521739,25.093040704727173,37,"x = 0, z in [0, 16)"
RevBin,(x < k/2 && z == 0),96,4,13,0,0.0127970749542961,47.451791763305664,35,"x = 0, z in [32, 96)"
RevBin,(x < k/2 && z == 0),112,4,12,0,0.0168067226890756,46.19314074516296,36,"x = 0, z in [64, 112)"
LinExp,(count == 0 && n < k),32,5,11,0,0.0,33.291786909103394,35,"n = 0, count in [0, 96)"
LinExp,(count == 0 && n < k),48,4,15,0,0.0,39.1054310798645,37,"n = 0, count in [64, 132) U [160, 164)"
LinExp,(count == 0 && n < k),16,8,16,0,0.0,42.23609495162964,39,"n = 0, count in [2, 48)"
LinExp,(count == 0 && n < k),64,4,10,0,0.0,49.41462969779968,34,"n = 0, count in [0, 192)"
LinExp,(count == 0 && n < k),80,4,10,0,0.0,79.07269883155823,35,"n = 0, count in [128, 224)"
LinExp,(count == 0 && n < k),96,3,8,0,0.0066666666666667,101.03304862976074,33,"['count in [128, 256), n mod 1048576 in {0}']"
LinExp,(count == 0 && n < k),128,4,9,0,0.0,200.48253655433655,33,"n = 0, count in [0, 384)"
LinExp,(count == 0 && n < k),112,4,13,0,0.0,212.17537879943848,34,"n = 0, count in [192, 320)"
LinExp,(count == 0 && n < k),144,3,8,0,0.0066666666666667,257.56057119369507,33,"['count in [256, 384), n mod 1048576 in {0}']"
LinExp,(count == 0 && n < k),160,4,10,0,0.0,451.2086644172669,34,"n = 0, count in [256, 448)"
Mart,(c == 0 && b == 64 && rounds == 0),16,10,34,0,0.0083333333333333,53.123884201049805,60,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),48,7,61,0,0.0,60.822656869888306,60,"b = 0, c = 64, rounds in [1, 12)"
Mart,(c == 0 && b == 64 && rounds == 0),32,10,37,0,0.0,62.07132434844971,60,"b = 0, c = 64, rounds in [1, 13) U [14, 15)"
Mart,(c == 0 && b == 64 && rounds == 0),64,11,37,0,0.01,92.52318358421326,60,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),96,8,66,0,0.0,130.17966675758362,60,"b = 0, c = 64, rounds in [1, 15)"
Mart,(c == 0 && b == 64 && rounds == 0),112,10,32,0,0.0033333333333332,139.10038304328918,60,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),80,14,36,0,0.0,179.83102941513062,60,"b = 0, c = 64, rounds in [1, 14)"
Mart,(c == 0 && b == 64 && rounds == 0),128,15,38,0,0.0,293.37156343460083,60,"b = 0, c = 64, rounds in [1, 15)"
Mart,(c == 0 && b == 64 && rounds == 0),144,10,34,0,0.01,317.6266520023346,60,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),160,10,37,0,0.0,444.6298203468323,60,"b = 0, c = 64, rounds in [1, 13) U [14, 15)"
