Program Name,Initial states,Number of iterations,Total number of phases ,Total number of splits,Total number of prune,Final DistEstimate_value,Total time (seconds) ,Height of final tree,Final simplified candidate
Sum0,(x < 8 && n < k),32,4,12,0,0.0,26.894667863845825,39,"['n mod 16777216 in {0}, x in [0, 512)']"
Sum0,(x == 64 && n < k),80,4,17,0,0.0,53.637150287628174,38,"n = 0, x in [0, 3072)"
Sum0,(x < 8 && n < k),96,4,11,0,0.0,66.57343745231628,36,"['n mod 16777216 in {0}, x in [0, 4096)']"
Sum0,(x == 64 && n < k),16,7,16,0,0.0,38.04868531227112,44,"n = 0, x in [64, 176)"
Sum0,(x < 8 && n < k),80,4,11,0,0.0,48.91139817237854,37,"['n mod 16777216 in {0}, x in [0, 2048)']"
Sum0,(x == 64 && n < k),160,3,7,0,0.0,141.7452368736267,35,"['n mod 16777216 in {0}, x in [0, 8192)']"
Sum0,(x < 8 && n < k),48,4,10,0,0.0,32.69949197769165,38,"['n mod 16777216 in {0}, x in [0, 1024)']"
Sum0,(x == 64 && n < k),128,3,8,0,0.0,131.77508187294006,36,"n = 0, x in [0, 8192)"
Sum0,(x < 8 && n < k),144,4,14,0,0.0,146.63914895057678,36,"n = 0, x in [0, 8192)"
Sum0,(x == 64 && n < k),32,5,22,0,0.0,35.716992139816284,42,"n = 0, x in [64, 512)"
Sum0,(x == 64 && n < k),64,4,21,0,0.0,42.56752109527588,39,"n = 0, x in [0, 1536)"
Sum0,(x == 64 && n < k),144,3,5,0,0.0,104.07672452926636,35,"['n mod 16777216 in {0}, x in [0, 8192)']"
Sum0,(x == 64 && n < k),112,4,9,0,0.0,78.92123579978943,36,"['n mod 16777216 in {0}, x in [0, 4096)']"
Sum0,(x < 8 && n < k),64,4,9,0,0.0,41.912251472473145,37,"['n mod 16777216 in {0}, x in [0, 2048)']"
Sum0,(x == 64 && n < k),48,6,16,0,0.0,49.978771924972534,41,"n = 0, x in [128, 1024)"
Sum0,(x < 8 && n < k),128,3,8,0,0.0,111.79200387001038,35,"['n mod 16777216 in {0}, x in [0, 8192)']"
Sum0,(x < 8 && n < k),160,4,16,0,0.0,203.8315787315369,36,"n = 0, x in [0, 8192)"
Sum0,(x == 64 && n < k),96,3,8,0,0.0,53.95163702964783,36,"['n mod 16777216 in {0}, x in [0, 4096)']"
Sum0,(x < 8 && n < k),16,5,28,0,0.0,30.6847403049469,42,"n = 0, x in [0, 128)"
Sum0,(x < 8 && n < k),112,4,20,0,0.0016666666666667,78.932053565979,37,"n = 0, x in [0, 4096)"
GeoAr,(x == 0 && y == 0),16,11,57,0,0.0383333333333333,64.81558227539062,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5)}"
GeoAr,(x == 0 && y == 0),112,10,57,0,0.03,194.81341075897217,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5), (15,6)}"
GeoAr,(x == 0 && y == 0),96,9,59,0,0.0466666666666666,121.48852229118349,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5)}"
GeoAr,(x == 0 && y == 0),80,10,59,0,0.0283333333333333,112.49294900894164,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5)}"
GeoAr,(x == 0 && y == 0),144,9,53,0,0.0366666666666666,313.7308042049408,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5)}"
GeoAr,(x == 0 && y == 0),128,11,127,0,0.0266666666666666,320.94265818595886,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (15,6), (28,8), (45,10)}"
GeoAr,(x == 0 && y == 0),64,9,58,0,0.0383333333333333,77.64334535598755,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5)}"
GeoAr,(x == 0 && y == 0),160,10,56,0,0.0116666666666667,462.44816756248474,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5), (15,6)}"
GeoAr,(x == 0 && y == 0),48,10,55,0,0.0383333333333333,73.75252056121826,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (15,6)}"
GeoAr,(x == 0 && y == 0),32,11,60,0,0.0116666666666667,71.59041380882263,49,"z = 0, (x,y) ∈ {(0,1), (1,2), (3,3), (6,4), (10,5), (15,6)}"
BigGeo0,(z21),64,1,0,0,0.0,4.8308703899383545,3,['No satisfying assignments found.']
BigGeo0,(z9),48,1,0,0,0.0,5.324349403381348,6,['No satisfying assignments found.']
BigGeo0,(z15),32,2,1,0,0.0,9.71832275390625,3,['No satisfying assignments found.']
BigGeo0,(z15),144,1,0,0,0.0,5.478342056274414,3,['No satisfying assignments found.']
BigGeo0,(z9),160,1,0,0,0.0,8.312504291534424,4,['No satisfying assignments found.']
BigGeo0,(z9),144,1,0,0,0.0,8.424030780792236,4,['No satisfying assignments found.']
BigGeo0,(z21),32,1,0,0,0.0,4.625018119812012,3,['No satisfying assignments found.']
BigGeo0,(z15),48,2,1,0,0.0,10.174465656280518,3,['No satisfying assignments found.']
BigGeo0,(z15),64,1,0,0,0.0,4.87974214553833,3,['No satisfying assignments found.']
BigGeo0,(z9),16,1,0,0,0.0,4.794771909713745,8,['No satisfying assignments found.']
BigGeo0,(z15),112,2,1,0,0.0,13.60559582710266,3,['No satisfying assignments found.']
BigGeo0,(z21),96,1,0,0,0.0,5.169449806213379,3,['No satisfying assignments found.']
BigGeo0,(z15),96,2,1,0,0.0,12.510061979293823,3,['No satisfying assignments found.']
BigGeo0,(z9),112,1,0,0,0.0,7.103123903274536,5,['No satisfying assignments found.']
BigGeo0,(z15),16,2,1,0,0.0,9.31178903579712,3,['No satisfying assignments found.']
BigGeo0,(z21),128,1,0,0,0.0,5.339857339859009,3,['No satisfying assignments found.']
BigGeo0,(z21),16,1,0,0,0.0,4.638583660125732,3,['No satisfying assignments found.']
BigGeo0,(z9),96,1,0,0,0.0,6.363022565841675,5,['No satisfying assignments found.']
BigGeo0,(z15),80,1,0,0,0.0,5.038527250289917,3,['No satisfying assignments found.']
BigGeo0,(z9),80,1,0,0,0.0,5.888869762420654,5,['No satisfying assignments found.']
BigGeo0,(z21),112,1,0,0,0.0,5.22258734703064,3,['No satisfying assignments found.']
BigGeo0,(z15),128,1,0,0,0.0,5.299690246582031,3,['No satisfying assignments found.']
BigGeo0,(z21),160,1,0,0,0.0,5.579923391342163,3,['No satisfying assignments found.']
BigGeo0,(z9),64,1,0,0,0.0,5.552795648574829,6,['No satisfying assignments found.']
BigGeo0,(z9),128,1,0,0,0.0,7.6096415519714355,6,['No satisfying assignments found.']
BigGeo0,(z21),48,1,0,0,0.0,4.715927600860596,3,['No satisfying assignments found.']
BigGeo0,(z9),32,1,0,0,0.0,5.053508996963501,6,['No satisfying assignments found.']
BigGeo0,(z21),144,1,0,0,0.0,5.53559136390686,3,['No satisfying assignments found.']
BigGeo0,(z21),80,1,0,0,0.0,5.034926176071167,3,['No satisfying assignments found.']
BigGeo0,(z15),160,1,0,0,0.0,5.506747484207153,3,['No satisfying assignments found.']
RevBin,(x < k/2 && z == 0),128,4,11,0,0.005190311418685,77.30691146850586,41,"['x mod 16777216 in {0}, z in [0, 128)']"
RevBin,(x < k/2 && z == 0),64,5,28,0,0.0,49.75244331359863,47,"x = 0, z in [0, 65) U [66, 67)"
RevBin,(x < k/2 && z == 0),80,5,15,0,0.0175438596491228,66.58097887039185,44,"x = 0, z in [32, 80)"
RevBin,(x < k/2 && z == 0),144,6,22,0,0.0399159663865545,230.15726161003113,44,"x = 0, z in [80, 144)"
RevBin,(x < k/2 && z == 0),32,5,13,0,0.0069808027923211,32.50624203681946,43,"['x mod 16777216 in {0}, z mod 16777216 in [0, 32)']"
RevBin,(x < k/2 && z == 0),48,5,15,0,0.0346153846153846,40.65047001838684,44,"x = 0, z in [16, 48)"
RevBin,(x < k/2 && z == 0),160,5,16,0,0.0173076923076923,369.6794846057892,43,"x = 0, z in [96, 160)"
RevBin,(x < k/2 && z == 0),16,8,17,0,0.0176056338028168,39.68083643913269,48,"x = 0, z in [1, 16)"
RevBin,(x < k/2 && z == 0),96,5,29,0,0.0,80.60393214225769,47,"x = 0, z in [32, 98)"
RevBin,(x < k/2 && z == 0),112,5,16,0,0.0124481327800829,81.33011746406555,44,"x = 0, z in [64, 112)"
LinExp,(count == 0 && n < k),32,5,13,0,0.0,40.27041220664978,43,"n = 0, count in [0, 96)"
LinExp,(count == 0 && n < k),16,10,19,0,0.0,56.31474447250366,47,"n = 0, count in [0, 46)"
LinExp,(count == 0 && n < k),48,5,25,0,0.0,65.08673286437988,45,"n = 0, count in [64, 136)"
LinExp,(count == 0 && n < k),64,5,31,0,0.0,84.49682021141052,47,"n = 0, count in [2, 192)"
LinExp,(count == 0 && n < k),80,6,16,0,0.0,156.86966395378113,43,"n = 0, count in [128, 224)"
LinExp,(count == 0 && n < k),96,5,18,0,0.0066666666666667,189.6270532608032,41,"['count in [128, 256), n mod 16777216 in {0}']"
LinExp,(count == 0 && n < k),128,4,12,0,0.0,292.35682940483093,41,"n = 0, count in [0, 384)"
LinExp,(count == 0 && n < k),112,5,36,0,0.0,296.1376099586487,45,"n = 0, count in [196, 200) U [204, 208) U [212, 216) U [220, 224) U [228, 232) U [236, 320)"
LinExp,(count == 0 && n < k),144,5,26,0,0.0,539.8514933586121,44,"n = 0, count in [256, 264) U [320, 392)"
LinExp,(count == 0 && n < k),160,5,14,0,0.0,646.2695870399475,42,"n = 0, count in [256, 448)"
Mart,(c == 0 && b == 64 && rounds == 0),16,13,40,0,0.0,77.27955627441406,72,"b = 0, c = 64, rounds in [1, 16)"
Mart,(c == 0 && b == 64 && rounds == 0),32,14,44,0,0.0,94.9029769897461,72,"b = 0, c = 64, rounds in [1, 16)"
Mart,(c == 0 && b == 64 && rounds == 0),48,12,42,0,0.0066666666666667,99.09161043167114,72,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),80,13,41,0,0.0,157.0020134449005,72,"b = 0, c = 64, rounds in [1, 16)"
Mart,(c == 0 && b == 64 && rounds == 0),64,14,45,0,0.0,192.85141944885257,72,"b = 0, c = 64, rounds in [1, 16)"
Mart,(c == 0 && b == 64 && rounds == 0),128,13,43,0,0.0,298.74481415748596,72,"b = 0, c = 64, rounds in [1, 16)"
Mart,(c == 0 && b == 64 && rounds == 0),144,9,41,0,0.0033333333333332,314.17173290252686,72,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),96,9,38,0,0.0,385.6081540584564,68,"['b mod 16777216 in {0}, c mod 16777216 in {64}, rounds mod 16777216 in [0, 16)']"
Mart,(c == 0 && b == 64 && rounds == 0),160,12,41,0,0.01,580.2235374450684,72,"b = 0, c = 64, rounds in [1, 8)"
Mart,(c == 0 && b == 64 && rounds == 0),112,13,44,0,0.0,630.7546842098236,72,"b = 0, c = 64, rounds in [1, 16)"
